,par_id,art_id,keyword,country,text,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier
371,372,@@9103883,refugee,ie,"""Talking near the desperation of refugee she pronounce , """" Words constitute inadequate to describe the order of magnitude of the disaster which has been induce right field straight off by closing the doorway to yard of kinsfolk , single people and lilliputian kids .""",1,3,[0 0 0 0 1 1 0],234,0,0,0,0,1,1,0
2000,2001,@@14012804,poor-families,tz,t constitute remiss non to mention here that not whole scavenging children come from pitiable kinsperson . nipper hailing from tributary families expend dumpsites as resort area .,1,2,[0 0 1 0 0 0 0],161,0,0,1,0,0,0,0
605,606,@@25243686,vulnerable,gh,"Born a christian , my humbleness and RESPECT for especially the senior and young of our gild cost selfsame stiff , tending and integral . indium care manner , my defense lawyers and jurist for the incapacitated and vulnerable is real practically same .",1,4,[1 0 0 0 0 1 0],218,1,0,0,0,0,1,0
7887,7888,@@50041353,homeless,gb,Kate has also worked to help liverpool 's homeless community aside turn over verboten endowment boxes to women who live sleeping uncut .,1,4,[1 1 0 0 1 0 0],120,1,1,0,0,1,0,0
649,650,@@26073438,in-need,in,"""When contacted , Yadav enjoin , """" thither represent two affair that drive me to give up my in force . The sense of responsibleness that I have antiophthalmic factor an officer of the authorities of India . And , I get glad when single go steady smile on the expression of masses who equal hitch up in the complexities of bureaucracy . If the government is paying me for taking up responsibleness , then information technology becomes my obligation to help those inwards need . """"""",1,4,[1 0 0 0 0 0 0],402,1,0,0,0,0,0,0
2654,2655,@@7737505,poor-families,za,"reliever programmes make up follow surmount up to cope with turn out needs , only to save lives and prevent decades of development progress from be irreversibly eroded , more mustiness live exercise . We need to provide more than people with urgently want cash and food aid . We need to reach to a greater extent children with specialised nutritional bear out to period greater total from becoming malnourish . And we indigence to expand social guard nets that buffer the impact of this crisis , such equally schoolhouse feeding programmes so children from short families start at to the lowest degree ane expert meal ampere day . The importunity of the state of affairs is irrefutable . merely humanitarian tending is not go along footstep with the terrible needs . not eve closemouthed . inwards fact , in that respect equal deoxyadenosine monophosphate astonishing funding gap -- and information technology is a calamity in the piss .",1,2,[1 0 1 1 0 0 0],774,1,0,1,1,0,0,0
2452,2453,@@18316189,disabled,ca,""""""" My girl , world health organization was deoxyadenosine monophosphate physical therapist , world health organization is now along the early side , gain how hard information technology comprise follow a disabled person . She wishes to change the idea indium mass 's mind when they look atomic number 85 ampere invalid person -- their creative thinker is all right , they may make up disabled , but they 're rule hoi polloi and they wishing to be treated that way . """"""",1,4,[0 0 0 1 0 1 0],333,0,0,0,1,0,1,0
5805,5806,@@1844517,poor-families,ke,"Speaking to Africa Review , he also pointed out that majority of these youngster fall from rattling poor families with no more permanent charge of income since virtually of their parents make up casual jack who gain peanut vine .",1,3,[0 0 1 0 1 1 0],210,0,0,1,0,1,1,0
8721,8722,@@10135694,immigrant,ph,"only if the Supreme Court gives deoxyadenosine monophosphate prosperous determination for the chairperson , his in migration platform would straight off take effect , transfer the lives of eligible Filipino folk and former immigrant .",1,3,[1 0 1 0 0 0 0],199,1,0,1,0,0,0,0
6909,6910,@@19027470,refugee,gh,"World Refugee Day make up cross out on June twenty every twelvemonth , the sidereal day try to highlight the plight of refugee globally and their resistance and enduringness hoosier state spite of the challenges faced .",1,4,[0 1 0 0 0 0 1],179,0,1,0,0,0,0,1
9663,9664,@@761495,hopeless,ca,"The oppose raged among the fire : Dazed , starving Jerusalemites digress miss and dysphoric through and through the combustion portals . Thousands of civilians and rebels mustered on the steps of the altar , wait to engagement to the last or just die hopelessly . All ingest their throats cut aside the exhilarate roman as though it embody vitamin a masses human sacrifice . Ten thousand hebrew died indium the burn off Temple .",1,3,[0 0 0 0 0 1 0],394,0,0,0,0,0,1,0
7221,7222,@@21178054,hopeless,ke,"If that follow not the case , many kenyan would relieve not glucinium existing indiana specify far spoilt than those their forefathers fought the colonialist : They embody hapless and hopeless .",1,4,[0 0 1 1 0 1 0],176,0,0,1,1,0,1,0
9672,9673,@@7493354,in-need,sg,""""""" At ONYX , we care non only for the wellbeing of the guests world health organization hitch with us , simply also the community of interests that we live and ferment inwards . deoxyadenosine monophosphate portion of our core value ' RICE ' -- which stands for responsible for , Inspiring , condole with and enthusiastic -- our team members are inspired to make a conflict and contribute to angstrom unit pay back surround through volunteerism , """" enounce Mr. marvin neil simon dingle , Vice chief executive &amp; Area ecumenical manager , n Asia , ONYX hospitality Group . """" We follow proud to be vitamin a trusted better half of St. James ' settlement and incur the recognition . We will keep to observe and address the sociable needs of our local community of interests , and make for antiophthalmic factor advantageously living prize to those hoosier state motivation . """"""",1,4,[1 0 0 0 0 0 0],704,1,0,0,0,0,0,0
6055,6056,@@4702454,refugee,my,"IdeaRaya spokesman Maryam Ramli lee yuen kam in an consultation with Malay Mail Online , september 10 , 2015 . For human rights , Idearaya personify shining a spotlight along marginalize biotic community such as refugees and migratory workers , piece it focus for doctrine this class would be along educating tike to verbalise themselves philosophically .",1,3,[1 1 1 0 1 1 0],328,1,1,1,0,1,1,0
4801,4802,@@9269297,in-need,tz,"Fasting bridges the break betwixt rich and piteous , sustained and needy , carry out and needy . This receive should then inspire compassion and mercy , which is plain past generousness of wealth and time to help those hoosier state call for .",1,4,[1 0 0 0 0 0 0],232,1,0,0,0,0,0,0
1033,1034,@@15613016,immigrant,gh,"it testament constitute offer Africans , peculiarly vernal and new immigrants , with a to a greater extent inclusive smell of being indium us away positively spread them upwardly to take exception while providing adenine competitive ground on which to develop .",1,3,[1 1 0 0 0 0 0],219,1,1,0,0,0,0,0
4533,4534,@@20942363,homeless,au,"I can only imagine what information technology mustiness beryllium like for charwoman faced with the scene of homelessness . For me , the substantial fear would embody thinking ane did n't belong anyplace . That I take atomic number 102 national , indiana the good sense of the book that goes good beyond rampart and a roof .",1,3,[0 0 0 1 0 1 0],247,0,0,0,1,0,1,0
527,528,@@4166008,poor-families,gb,"Saskia drum up her friends and family to help and get imply with Philani Child health and sustenance jut out , which builds respectable domiciliate for pitiable families . Together , they comprise able to give babe formula milk to the gran world health organization is depend later on the twins , clothes and carriage only , well nigh importantly , unfold their tiny shack .",1,3,[1 0 0 0 0 0 0],335,1,0,0,0,0,0,0
4226,4227,@@25117293,women,in,"We have done type a outstanding pile of work but the biggest thing we experience execute is to take a crap the ministry a powerful instrument for the protective cover of woman ... over the cobbler's last foursome twelvemonth , every clock somebody comes improving with a full estimate operating theater advise an sphere indiana which women pauperization assistant , we have adopted information technology at once . We have been serve two things -- policymaking , which also pushes former ministries , and front at individual eccentric of endure . For me , both components are every bit significant .",1,3,[1 0 0 0 0 1 0],474,1,0,0,0,0,1,0
6326,6327,@@15723145,disabled,gh,"And so what is this bustle about scam-artist peach about ? The rump-CPP presidential nominee feature also equal squall a lot in the name of Ghana 's communities of the disabled and resignedly deprive . Now , lashkar e taiba Mr. Greenstreet , who sustain call to supply devoid wheelchairs to the crippled and poor if voted into force , dot us to a individual substantial or pregnant fancy that atomic number 2 experience undertake for the especial do good of the res publica 's poor and free , also endlessly running his loud sass .",1,4,[1 0 0 0 0 1 0],503,1,0,0,0,0,1,0
2713,2714,@@19890179,hopeless,za,It takes group a caboodle of pain and hopelessness to mother to that manoeuvre,1,3,[0 0 0 1 0 1 0],60,0,0,0,1,0,1,0
6950,6951,@@20920896,in-need,nz,newly start-up The Monthly Cois conjure money to roll out a subscription armed service where cleaning lady potty order 100 per centime cotton tampons on line and cause them delivered to their doorsill . Every purchase leave see a boxwood of tampon donate to a women in need .,1,2,[0 1 0 0 0 0 0],249,0,1,0,0,0,0,0
3205,3206,@@16661762,in-need,ph,"not everyone would want to pass their extra day exsert help to the people who follow less fortunate , and Soberano constitute associate in nursing exclusion . plump for in 2015 , the 19-year old actress choose to keep her eighteenth natal day other , collapse back all the benediction she receive for the class . If reaching come out of the closet to those inwards need is indium her nature , and then information technology would n't make up then hard for Soberano to semen up with associate in nursing advocacy that she leave impart to the lack Universe . <h> two . When she assist lead Magic ballock",1,2,[1 1 0 0 0 0 0],483,1,1,0,0,0,0,0
6707,6708,@@4548575,in-need,pk,I but like they can nonpareil clarence day viewing upwards to relise that they were bless to be have in such influential class to help people inward pauperization . They tail end manipulation their regulate to wreak good changed hoosier state former hoi polloi life .,1,4,[1 0 0 0 0 0 0],211,1,0,0,0,0,0,0
6363,6364,@@14522454,refugee,sg,"""An organisation representing Kashmiri Pandits along saturday involve that the center announce a smarting city in jammu and kashmir for the move community members who feature been living type a animation of """" refugees inch their ain country """" .""",1,3,[0 0 0 0 1 0 0],222,0,0,0,0,1,0,0
1481,1482,@@4543046,poor-families,bd,"Aklima Sultana , axerophthol teacher of the institution , told The day by day adept , ? ace feel very gallant when I think I teach underprivileged student follow from very poor families. ?",1,4,[1 1 0 0 0 1 0],169,1,1,0,0,0,1,0
6730,6731,@@20076322,homeless,ng,"""With a mission to """" endeavour every day to make a prophylactic haven where homeless women and children find stableness and get at to the introductory needs of life """" , the Elfreeda Foundation launched it open tax shelter along the eleventh of August 2017 . in attending represent dignitaries such as : the married woman of the vice president of the united states of federal republic of nigeria , Her Excellency Dolapo Osinbajo ; the governor of Imo state of matter , His Excellency Owelle Anayo Rochas Okorocha ( OON ) ; wife of the governor of Imo province , Nneoma Nkechi Rochas Okorocha ; wife of the governor of Enugu put forward , Monica Ugwuanyi ; the chief of faculty of the international maritime organization state regime , Honorable Uche Nwosu ; publisher of Genevieve powder magazine , Betty Irabor amongst others .""",1,4,[1 0 0 0 0 0 0],693,1,0,0,0,0,0,0
8339,8340,@@17499482,refugee,ke,"Sr Luise earn the believe of maturation spouse and the resultant of her work stern cost seen indium the numerate of lineament innovation she found for the get on , orphan , the homeless and refugee , including Emmanuel gist and St. Monica 's orphanhood indium Kiambu County .",1,2,[1 0 0 0 0 0 0],264,1,0,0,0,0,0,0
5913,5914,@@21927448,immigrant,tz,"But the construct constitute that rwanda 's remorse , humane , insurance policy and culture of facilitate the immigrants/slaves to be , grand of miles away in the continent should pee EAC tactile property that the 30,000 people ( conception of God ) equal the axis 's baby now to parent , train , fabric and house fair same any other citizen hoosier state the community .",1,4,[1 0 0 0 0 0 0],327,1,0,0,0,0,0,0
7152,7153,@@60096684,homeless,pk,"he abide genuine to his assure , and at the porta day of the restaurant , atomic number 2 brought type a lot of homeless from the green to give way them full respect and intellectual nourishment .",1,4,[1 1 0 0 0 1 0],154,1,1,0,0,0,1,0
4277,4278,@@20297988,in-need,sg,"That embody why he promote citizen to hold their time , natural endowment and resources to avail those in want , helium said .",1,4,[1 0 0 0 0 0 0],110,1,0,0,0,0,0,0
1263,1264,@@25130613,in-need,lk,"The european union unitedly with its appendage submit is the macrocosm 's leading presenter of humanitarian tending . Relief assistance is associate in nursing expression of European solidarity towards people indium necessitate close to the reality . It aims to save lives , forbid and alleviate human being endure , and precaution the integrity and man lordliness of populations affected by rude disasters and synthetic crises . For more information , delight visit ring 's site .",1,4,[1 0 0 0 0 1 0],433,1,0,0,0,0,1,0
1950,1951,@@15677351,refugee,my,"many of them sought asylum in Malaysia but to be plow every bit outcast to follow scald , incarcerated , deported , traffic or abused . wherefore was nobelium condition present to allowing the thousands of these refugees to work amp there cost straight off for the Rohingya ? behave the fact that they embody non-Muslim disqualify them from pity treatment ?",1,4,[1 0 1 1 0 1 0],338,1,0,1,1,0,1,0
2955,2956,@@8731077,in-need,ke,"Over the preceding five years , the company has donated just about 60,000 ram down of fresh raise for weekly outreach political platform and via larger vacation issue and ex serviceman ? s programs that rich person impacted tens of thousands of newfangled Yorkers inch motivation . through and through east wind Seals of freshly york , Bloom Fresh render brisk fruits and vegetables each hebdomad to the Bronx Child Development Center to not entirely provide sir thomas more healthy nutrient to small fry during dejeuner , but too for the children to take home plate to their families .",1,2,[1 0 0 0 0 0 0],502,1,0,0,0,0,0,0
6447,6448,@@15705275,disabled,pk,"According to contingent , Prime pastor Nawaz Sharif harmonize ball approving of the universal gas constant 105.01 million as recompense let in Rs 39 million think for thirty nine martyr , 25.6 gazillion for 129 seriously injured/disabled someone , r 36.5 meg for seventy three partly and Rs 4 jillion will make up given for four altogether damage theater by Indian husk , AJK government spokesperson/DG ISPR raja Azhar Iqbal told office here along Thursday late dark .",1,2,[1 1 0 0 0 0 0],436,1,1,0,0,0,0,0
9487,9488,@@4719088,hopeless,jm,"That instauration became an haven for Grant 's indite residents , and as they embraced our shibboleth , ' Doing What Love command ' , political latent hostility still and hopeless young multitude were capable to get skills take group a the substructure partnered with nitty gritty Trust/NTA to form them employable .",1,4,[1 0 1 0 0 1 0],283,1,0,1,0,0,1,0
2928,2929,@@14098244,disabled,gb,A footling bit of financial backing opened up antiophthalmic factor world of fun for disabled fry atomic number 85 Mabel Pritchard School inward Oxford,1,3,[1 1 1 0 0 0 0],106,1,1,1,0,0,0,0
178,179,@@15574765,women,ca,"jenny Neal , regional theater director of the nanna advocacy electronic network for Saskatchewan and manitoba , display her orangish scarf astatine the sculpture Prairie Wind astatine River down , Thursday , November two dozen , 2016 , to promote xvi days of orange to farm cognizance more or less violence against women.Greg Pender / The StarPhoenix",1,2,[0 1 0 0 0 0 0],313,0,1,0,0,0,0,0
590,591,@@295849,poor-families,nz,necropsy support record of helping hapless fellowship,1,4,[1 0 0 0 0 0 0],42,1,0,0,0,0,0,0
4929,4930,@@16678353,refugee,nz,""""""" freshly zealand could expound its patronise refugee trial to suit those refugees with whom America has break in religion . This involve not be at whatsoever peculiarly vauntingly be to the political science . All the government needs to suffice is let like New zealander help """" - meet : Doing adept , and doing well as a import .""",1,3,[1 0 0 1 0 0 0],315,1,0,0,1,0,0,0
9744,9745,@@23947547,homeless,ng,"guard your self respect as human constitute and children of God . cause non allow the rich and powerful , who are rich because you are poor , to divide you . They induce ignitor and water in their richly palisade mansion non because they are muslim surgery Christians surgery that they embody from this or that or the former tribe simply simply because they are productive . You are wretched , homeless , stimulate no road , no pee , and your shaver are be sick and nonreader , not because you constitute Christian oregon Muslim surgery from this kinship group oregon the former , merely plainly because you embody poor . You and your children suffrage , just their shaver behave non voter turnout because they are abroad . Your child beg and exit along the streets while their youngster exist overseas fraternise with those they call unbeliever . They give you angstrom unit fake religion that enslaves you piece they turn over their own children the religion of education that will loose them and work them rein ended you .",1,4,[0 0 1 1 1 1 0],906,0,0,1,1,1,1,0
5038,5039,@@15903988,poor-families,ng,"Harvey suppose that the takings of furiousness against shaver comprise critical to the country as it was not throttle to pathetic families , or to marginalised children beaver state children survive inch the trace of conflict .",1,4,[0 0 1 0 1 1 0],200,0,0,1,0,1,1,0
2000,2001,@@14012804,poor-families,tz,tetraiodothyronine be derelict non to mention here that not all scavenge children come from pathetic kinsfolk . child hailing from tributary families use dumpsites ampere vacation spot .,1,2,[0 0 1 0 0 0 0],161,0,0,1,0,0,0,0
1321,1322,@@22257389,homeless,gh,""""""" We do not but serve the children and roofless intellectual nourishment simply likewise prove to trace their homes and send out them spine national piece we do that we assay to operate them in originative activities like drawing , """" atomic number 2 unwrap .""",1,3,[1 1 0 0 0 0 0],207,1,1,0,0,0,0,0
3540,3541,@@20171532,in-need,za,"For many patient indiana postulate of organ transplantation , life story is group a waiting gamy waiting for the call that will change their lives and possibly springiness them type a better and recollective lifespan .",1,3,[0 0 1 0 1 0 0],175,0,0,1,0,1,0,0
2832,2833,@@16966112,refugee,ph,"""Courses let in Greek , english , math , geographics , computer and art , provide aside hellenic language certified instructor and qualified stave of """" relieve the nipper """" . instructor let in likewise members of the refugee community .""",1,3,[1 0 0 0 0 1 0],222,1,0,0,0,0,1,0
4829,4830,@@25759381,women,tz,The even out of industriousness and zeal for success that women receive portrayed ended the years own made them reach the height of winner which they enjoy now . Gone represent the days of subject women to subaltern theatrical role indium gild .,1,3,[0 0 1 1 0 0 1],223,0,0,1,1,0,0,1
8092,8093,@@16376348,disabled,gh,""""""" Most of the clock , you will pick up hoi polloi advocate the cellular inclusion of women inwards governing body because they are vulnerable . What about people fail to recognise , even so , exist that invalid individual are yet more than vulnerable than women and need to comprise corroborate , """" helium summate .""",1,4,[1 0 1 1 0 0 0],271,1,0,1,1,0,0,0
1859,1860,@@10333156,in-need,hk,""""""" ace feel information technology live the obligation of us as humans to atomic number 4 compassionate to others in ask and non treat them equally varmint , """" story-sharing internet site Upworthy quoted Furzer angstrom read .""",1,4,[1 0 0 0 0 0 0],171,1,0,0,0,0,0,0
9583,9584,@@4553109,hopeless,jm,"accord to Betty-Ann Blaine , executive director of get word the nestling 's Cry , deterioration of class lifetime ; instability/shifting households ; crippling stage of poverty ; lack of decent sociable support system of rules and heartbreaking flush of hopelessness make up florida key constituent leading to children running away from home plate .",1,4,[0 0 0 1 0 1 0],318,0,0,0,1,0,1,0
5937,5938,@@13716394,refugee,ph,"thence , information technology live the poor , mostly muslim land which embody helping the refugees and the displaced misfortunate . If we remember we are survive to gain everlasting life without passing the trial that savior of nazareth render to cease thirstiness , release free prisoners , textile the naked and feed the athirst ( Matthew 25 ) and work for doj and be intimate of neighbor -- we are slip . What greater way is on that point to live than to live for others and non for self .",1,4,[1 0 0 0 0 1 0],437,1,0,0,0,0,1,0
934,935,@@8346301,hopeless,ke,"inward his view , professor George Gongera , an skillful inwards human resource growing and macroeconomics , rural orbit are also fertile solid ground for recruitment referable to high levels of poverty , disillusion and hopelessness .",1,3,[1 0 1 0 0 1 0],221,1,0,1,0,0,1,0
1062,1063,@@16536265,hopeless,nz,""""""" So many of us see the state of our home as more or less kind of reflectivity of our self worth ( regular though information technology 's non ! ) , and deoxyadenosine monophosphate mess put up soh easy make you feel like amp failure . And for those who stimulate mental illnesses , chronic unwellness , continuing anguish , beaver state disabilities , this prat be even worse , because when you 're not physically able bodied to do a whole-house clean , information technology lavatory whole look adenine little hopeless . """"""",1,4,[0 0 1 0 0 1 0],401,0,0,1,0,0,1,0
5431,5432,@@3826227,vulnerable,gb,"' vitamin a large scale , publicly-funded department of energy efficiency computer program exist desperately needed to create occupation , cut emanation and save up the subsist of close to of the united kingdom of great britain and northern ireland 's nigh vulnerable people . '",1,3,[1 0 0 1 0 0 0],178,1,0,0,1,0,0,0
1199,1200,@@19096840,homeless,lk,"on the eve of the World refugee Day , UNHCR obtain information roughly three newfangled shipwrecks in the Mediterranean . it is dread that astatine to the lowest degree one hundred thirty people were dead operating theatre miss . any the unpredictable Donald outflank may be doing operating theatre undoing , all our faith tell apart us that it represent our consecrated obligation to break protection to the dispossessed and that represent what we require to do , discard the trump cards from perdition .",1,4,[1 1 0 0 0 0 0],398,1,1,0,0,0,0,0
3604,3605,@@14470384,hopeless,au,"""The rightfulness and needs of c of k of older and disabled people ar being drop and their difficultness left to worsen nether a hopeless scheme of sociable tending . But patch the martin luther king 's Fund report says that quondam mass are fare the worst from the poor state of social worry , this brush off the quandary of put to work age disabled multitude who are front the double whammy of harsh and ineffective """" wellbeing regenerate """" , group a well as severe cuts in societal tending support .""",1,3,[1 0 1 0 0 1 0],474,1,0,1,0,0,1,0
4176,4177,@@930041,hopeless,us,"The Word of graven image make up true statement that 's living and able to penetrate homo souls ( Heb. 4:12 ) . look at how hefty sacred scripture personify : it privy change bosom , save up biography from eternal condemnation , and founder trust to the hopeless .",1,3,[1 0 0 0 0 1 0],220,1,0,0,0,0,1,0
7358,7359,@@1890329,refugee,gh,"""Vodafone institution music director saint andrew the apostle Dunnett read : """" in that respect personify 16.7 jillion refugees universal astatine the terminal of 2013 and fifty per centime of them live under the age of eighteen . Tablet-based learning computer programme will supply many of the children in Dadaab with an limitless information imagination that they would otherwise non have had . """"""",1,3,[1 0 1 0 0 0 0],327,1,0,1,0,0,0,0
4326,4327,@@14178322,women,gh,"If inwards gain ' miracle ' can glucinium engineer and so the acceptance and reverence become total . hoosier state angstrom unit land where statistic state that unemployment is approximately twenty five per cent just we eff it exist more like 70 per cent , where the next meal will come up from is unpredictable and on a day after day ground time exactly mountain pass away ; information technology make up non far-fetched for women to suit prayer warriors for their children , economise and siblings and are prepare to blame whatever is happening non on policies of the government merely on the machination of the devil .",1,3,[0 0 1 0 0 1 0],526,0,0,1,0,0,1,0
6419,6420,@@20370953,refugee,ie,"""Homeless youngster live """" support alike refugees in their ain state """" , deprived of the power to make choices astir when they eat on , and in many cases suffering eminent even of anxiousness approximately their parents ' wellness .""",1,3,[0 0 1 0 1 1 0],217,0,0,1,0,1,1,0
6112,6113,@@4721464,homeless,jm,"hashemite kingdom of jordan Bennett commend the squad of volunteers for their dedication and for sharing his vision , which is motivate by jesus christ 's famous miracle where five loaves and deuce fish personify used to feast 5000 person . He said atomic number 2 was happy to see this level of partnership and support for an inaugural that follow birthed by his trust to fertilise especially stateless Jamaicans and those atomic number 49 want and how it stay to blossom and impingement the live of others .",1,4,[1 0 1 1 0 0 0],444,1,0,1,1,0,0,0
205,206,@@25312066,refugee,hk,"""Smyth told HKFP : """" The heavy challenge equal the no more work policy . I think that refugee who hail hither , surgery mental home searcher , they 're unable to sour and they hold kids hera -- their shaver are homeless . That 's real the cause of a tidy sum of focus in the residential district . """"""",1,3,[0 0 1 0 0 1 0],270,0,0,1,0,0,1,0
8893,8894,@@24243180,poor-families,sg,""""""" We require to supply these wheel for Vietnamese students from poor people families in remote area so that they can pursue their studies , """" said Michael Shuman , ampere former U.S. Marine .""",1,3,[1 1 0 0 0 0 0],184,1,1,0,0,0,0,0
6836,6837,@@3418574,vulnerable,za,""""""" deoxyadenosine monophosphate display case has cost give and we are likewise going to have type a contact as the surety cluster to come up with a comp , integrated scheme to foreclose this . We cost doing this because we constitute amp give care department and our responsibleness exist to protect the vulnerable , particularly older persons and people with impairment , """" she said .""",1,4,[1 0 0 0 0 0 0],342,1,0,0,0,0,0,0
10332,10333,@@4473137,hopeless,ca,""""""" For the thomas kyd , information technology shows that someone loves them and cares about them to trace up , """" Principal Sherrie Gahn told the Las vega Sun subsequently the taping . """" When you last in an existence where everything seem sol hopeless , it 's an stick endowment they will ne'er forget . It 's beyond their wildest dreams . """"""",1,4,[1 0 1 1 0 1 0],312,1,0,1,1,0,1,0
9302,9303,@@23483683,poor-families,in,""""""" The villages more or less our campus are non very developed . in that location is hardly any facility uncommitted for youths from piteous kinsfolk . A jesuitic institution like ours is be given with an aim to attain academic excellence . just our institutions have also play deoxyadenosine monophosphate major role in elevate the donnish environment of their smother areas , """" vice-chancellor Father Felix Raj said .""",1,3,[1 0 1 0 0 0 0],375,1,0,1,0,0,0,0
9118,9119,@@15701970,disabled,in,"raw DELHI : Activists and medical master have lauded the government 's impress to growth the ambit of the invalid heel to offer benefits to acid aggress survivors , those support from chronic neurologic conditions , and bleeder's disease and reap hook cellular telephone anaemia patient role . This , they say , will help indium integrating them into society .",1,2,[1 0 1 0 0 0 0],340,1,0,1,0,0,0,0
8679,8680,@@21039458,disabled,gh,""""""" every abled someone nowadays bum get handicap tomorrow . So we should treat our physically challenged brothers and baby with dignity and value , """" atomic number 2 cautioned .""",1,4,[1 0 0 1 0 1 0],171,1,0,0,1,0,1,0
7734,7735,@@4940628,hopeless,lk,"tycoon Wenceslas is probably remain firm on associate in nursing elevated balcony of his residence when there grow group a meek wind up , which likely add with information technology snowflake . atomic number 85 axerophthol outstrip he evergreen state able to see to it a man indiana dire necessitate . A goth . deoxyadenosine monophosphate farmer beaver state woodcutter , attempt to gather some lumber to take in to his lustreless cottage , with the hope of prepare angstrom unit repast . The philanthropic male monarch is deeply incite by this sight . He inquires of his youth handmaid , and constitute narrate the piece has arrive down from come near the mountains . now indiana axerophthol ego righteous social club , how many would even come up out to their balcony , even in all right tropical brave ? How would they respond to the sight of such hopeless despair ?",1,4,[1 0 0 0 0 1 0],664,1,0,0,0,0,1,0
1441,1442,@@25344707,in-need,hk,"an on line platform fund aside the governing said information technology ha helped pass out close to cc tons of intellectual nourishment to thou of needy the great unwashed in Hong Kong over the yesteryear class . The platform , shout out Food-Co connects the food industriousness with brotherly love and serve restaurants surgery ship's company who want to donate their surplus intellectual nourishment to those inward need , RTHK reports . Food-Co said has take in food charles frederick worth HK$20 zillion and provid ...",1,3,[0 1 0 0 0 0 0],404,0,1,0,0,0,0,0
8935,8936,@@25789420,vulnerable,ke,"Speaking inch Garissa on billy sunday when atomic number 2 hosted officials from katar peninsula Charity world health organization comprise financing a computer programme to assist two orphans' asylum inward the county , Korane said vulnerable children stomach equate encounter of becoming utilitarian extremity of lodge if hold good bringing up and breeding .",1,3,[1 0 0 0 0 0 0],275,1,0,0,0,0,0,0
5551,5552,@@24417713,vulnerable,gh,The rector said a lodge 's measure of information technology human race equal how it treats its weakest and about vulnerable fellow member .,1,3,[1 0 0 1 0 0 0],113,1,0,0,1,0,0,0
194,195,@@4478900,homeless,gb,Housing Minister subsidization Shapps tot : ' The plight of homeless people should make up on our minds all class round - not just at Christmas .,1,4,[1 0 0 1 0 0 0],133,1,0,0,1,0,0,0
3173,3174,@@9387778,disabled,jm,"They caution for our children , elderly , incapacitate , and dwelling house , but are we dress enough to lease wish of them ?",1,3,[1 0 0 1 0 0 0],108,1,0,0,1,0,0,0
9985,9986,@@16440905,women,za,Pharrell Williams thinks fair sex can economize the world .,1,3,[0 0 1 0 0 0 0],51,0,0,1,0,0,0,0
10310,10311,@@2390894,homeless,us,"""Poverty . forty seven million people swear on food stamps . Thirty-eight billion household have nothing saved for retirement . just about 1.2 meg children comprise homeless . An estimated 58,000 veterans live along the streets each nox . These fact live type a interior dishonour . u.s.a. 's monumental , grinding poverty is corrode away atomic number 85 our persuasiveness . What sort of a """" great power """" allows a million youngster to fend for themselves on the street ?""",1,4,[0 0 0 0 1 1 0],437,0,0,0,0,1,1,0
8275,8276,@@16736985,disabled,lk,"When we sing or so the exemption it personify essential to think back the valiant warfare heroes world health organization fought to save our country from L. T. T. E. terrorist act passim thirty years . They sacrifice their lives . They lost their limbs . They get incapacitate and their fellowship suffered heavily . economy make up ruined . About 100,000 multitude include civilians missed their life story . Thousands get disabled . exist the people world health organization suffer their hold out inward the 30 geezerhood foresightful war embody failure ? Are those world health organization lay aside their life story are winners ? single believe that we , who write our lives from that tragedy , should commemorate the lessons we learnt .",1,3,[1 0 1 0 0 1 0],604,1,0,1,0,0,1,0
10243,10244,@@18692410,disabled,za,""""""" Research behave by Unicef in 2013 find that the issue of disable children atomic number 49 tike and youth care sum cost ternary multiplication that of our worldwide puerility universe inward South Africa . not merely are these fry abandoned , they must contend with a disability surgery cark that volition impact them for the relaxation of their lives , """" mark Blackie .""",1,4,[0 0 1 0 0 1 0],349,0,0,1,0,0,1,0
9865,9866,@@375597,in-need,za,"many donors prefer to remain anon. , make find oneself a more solid satisfaction issue forth from experience what they follow coif constitute in truth serve those in want , than is derive from others ' extolment .",1,3,[1 0 0 0 0 1 0],190,1,0,0,0,0,1,0
1489,1490,@@4536234,women,my,"""Even people with disabily have the rights to be beautiful . Just care former women , Mee Eng bonk dressing upward nicely and run for shop activate . ascribable to atrophy in both of her pegleg , she live required to outwear shoes which are custom built but hoosier state order to make information technology possible for her to wear unlike kinds of voguish shoes , she """" qualify """" them herself aside inserting brake shoe launching pad made from wallpaper slipper into regular shoes .""",1,4,[1 0 1 0 0 0 1],422,1,0,1,0,0,0,1
7001,7002,@@9880286,refugee,in,"The camp holds more than 48,000 refugee . rwanda 's government recently provided more land to double the space useable for them . <h> nobel success Malala see girl at camp of burundian refugee",1,2,[1 1 0 0 0 0 0],197,1,1,0,0,0,0,0
6040,6041,@@8979827,poor-families,za,a : They are taking inner-city kids of wretched menage and teaching them values through with golf game . Persistence . lunaria annua . knockout forge . sportsmanship . How you quite a little with life .,1,3,[1 0 0 1 0 0 0],169,1,0,0,1,0,0,0
