,par_id,art_id,keyword,country,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier,text
4949,4950,@@1423639,homeless,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",374,0,0,0,0,0,0,0,"""Reginald Campbell , Jr . is 34 and he has been homeless since February 21 , 2008 . He said he used to get healthcare , but not anymore . Like Clayton , he 's also seeing more young people and says most of them claim their parents got tired of them getting into trouble , messing around with drugs , getting into legal hassles and not working , so they kicked them out . """""""
3702,3703,@@20427224,hopeless,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",374,0,0,0,0,0,0,0,"""The questionnaire asks users questions about their life in the previous two weeks , such as how often they 've had """" little interest in doing things """" and how often they 've felt """" down , depressed or hopeless . """" Sleep patterns are also probed , along with feelings of tiredness , poor appetite or overeating , poor concentration ability , and thoughts of self harm ."""
2094,2095,@@9478897,migrant,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",403,0,0,0,0,0,0,0,"Indonesia has allowed international humanitarian organizations to assist Tamil migrants stranded in Aceh after bad weather foiled much-criticized plans to tow the group 's boat back into international waters . The migrant boat came ashore more than a week ago after its engine broke down off the northernmost province of Sumatra . Indonesia provided food , water and repairs but refused to let the 4 ..."
904,905,@@7348302,migrant,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",100,0,0,0,0,0,0,0,An enforceable integration framework to assess aspiring migrants ' suitability for life in Australia
2421,2422,@@17256968,refugee,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",119,0,0,0,0,0,0,0,The new order removes the extra restrictions on Syrian refugees . It is unclear how long the temporary ban would last .
2510,2511,@@25271853,poor-families,bd,0,0,"[0, 0, 0, 0, 0, 0, 0]",402,0,0,0,0,0,0,0,"Since the crown prince took power last year , judges who once would have automatically given fathers custody of children in divorce cases have started allowing some mothers custody instead . Women no longer need a guardian to register a business . More private companies are hiring women for technical and manual labour jobs , helping pull poor families or single mothers up the socio-economic ladder ."
8155,8156,@@15701484,women,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",393,0,0,0,0,0,0,0,"The Ghana Olympic Committee ( GOC ) collaborated with the International Olympic Committee 's Athlete Career Program ( IOCACP ) to field the first Athlete Career Programme for Ghanaian sportswomen/men on 23rd November , 2016 . The program sought to provide resources and training to athletes , to enable them develop their life skills and maximise their education and employment opportunities ."
1101,1102,@@1911353,in-need,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",340,0,0,0,0,0,0,0,""""""" All your friends on your social network accounts automatically become your first clientele and you keep on getting more at your liking , """" she said , adding , """" sometimes social network users in need of your products become the first to include you to their accounts on seeing your products displayed on their friends ' timeline . """""""
53,54,@@18760930,disabled,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",111,0,0,0,0,0,0,0,A court ordered an oil company to pay a former employee Sh5.7 million for sacking him because he was disabled .
1266,1267,@@15053486,in-need,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",56,0,0,0,0,0,0,0,"In other words , the brain needs to learn to see again ."
6395,6396,@@4635510,homeless,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",751,0,0,0,0,0,0,0,"The University of Louisville has been actively engaged in various natural disasters of Pakistan . The 2005 earthquake alone left around 86,000 people dead with another 3 million homeless in Northern Pakistan . Dr Adeel Haq , then an M.D. senior resident in Emergency Medicine at the University of Louisville School of Medicine worked tirelessly towards raising a fund of $16,000.00 . He then traveled to Battargam , a makeshift tent village where he began providing services to patients received there . His efforts led him to to win the award of Volunteer in Medicine in the university . His efforts raised awareness and urgency in creating an offshoot program within Pakistan to make the country ready to handle natural disasters should they arise ."
5401,5402,@@16069072,migrant,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",377,0,0,0,0,0,0,0,"Along with regular tours of America , they also played in the larger dance halls across England during Lent in the ' 50s , ' 60s and ' 70s . It was these tours or pilgrimages in many ways that had the most profound wffect on the band and on the newly-arrived emigrants , as both suddenly recognised the power of this music , what it represented and what was being left behind ."
5020,5021,@@21180717,refugee,in,0,1,"[0, 0, 0, 0, 0, 0, 0]",242,0,0,0,0,0,0,0,"Mr Ahmed is among the hundreds of thousands of refugees who have crossed into Bangladesh since an upsurge in violence in neighbouring Myanmar in August that the UN has said amounts to ethnic cleansing . Unlike most , he has been here before ."
2255,2256,@@1800949,refugee,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",161,0,0,0,0,0,0,0,HIV prevention and care programmes can become more responsive to the needs of migrants and refugees by listening to their concerns and prioritizing their needs .
5516,5517,@@7738937,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",224,0,0,0,0,0,0,0,"""Garland spoke emotionally of his humble beginnings and his background as the grandchild of immigrants who came to America in the early 1900s """" fleeing anti-semitism and hoping to make a better life for their children . """""""
8972,8973,@@19718173,hopeless,pk,0,1,"[0, 0, 0, 0, 0, 0, 0]",455,0,0,0,0,0,0,0,The UN has failed to settle the Kashmir and Palestine disputes . Atrocities committed by India and Israel in these regions are gaining momentum . Palestinian and Kashmiris are living in fear and hopelessness . The current situation displays the dismal picture of abuse of power . The silence of the international community is incomprehensible . These are Muslim-majority areas and it seems that the world has no interest in the problems faced by Muslims .
2857,2858,@@2878154,vulnerable,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",298,0,0,0,0,0,0,0,"At the policy level , Plan International Philippines recognizes the urgency of reviewing the National Disaster Risk Reduction and Management Law , ensuring that vulnerability is considered and addressed , and ensuring that inputs from vulnerable groups -- including children -- inform the process ."
1919,1920,@@7442301,vulnerable,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",248,0,0,0,0,0,0,0,"A team of scientists from New Zealand , the United States , Italy , and Germany has determined that Antarctica 's large land-based ice sheets may be more vulnerable to increasing global temperatures than previously thought . More&gt;&gt; <h> ALSO :"
1628,1629,@@25626247,disabled,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",312,0,0,0,0,0,0,0,"""Paul Smith , CAA consumers and markets director , said : """" We 're pleased surveys show satisfaction levels remain high and the vast majority of passengers ' journeys go smoothly . The improved performance of many airports means disabled passengers should have even more confidence to travel from UK airports ."""
9636,9637,@@4546645,vulnerable,bd,0,0,"[0, 0, 0, 0, 0, 0, 0]",286,0,0,0,0,0,0,0,"Bangladeshi women in Lebanon have been working in very vulnerable conditions , mainly due to the fact that Lebanese labour law guarantees only the local workers of their rights such as weekly day off , working hour limits , paid holidays and compensation , said Shakirul Islam of Okup ."
8954,8955,@@4858910,homeless,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",271,0,0,0,0,0,0,0,"Reynolds spoke out after homelessness statistics from the Department for Communities and Local Government showed that 60,940 families will be spending Christmas in emergency temporary accommodation . This includes 87,420 children and marks an increase of 20% since 2010 ."
553,554,@@4259676,immigrant,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",54,0,0,0,0,0,0,0,Do you think there are too many immigrants in the UK ?
3154,3155,@@22042829,disabled,nz,0,1,"[0, 0, 0, 0, 0, 0, 0]",248,0,0,0,0,0,0,0,"It 's the unintended consequences of allowing euthanasia that particularly perturb me , whereby shifting societal values would make seniors and the disabled increasingly feel like a financial and emotional burden , and obliged to seek termination ."
4904,4905,@@4512195,refugee,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",351,0,0,0,0,0,0,0,"In this August 16 , 2005 Gleaner photograph , a Haitian boy sits inside a bus with other compatriots who had fled their homeland as they await immigration processing at Sangster International Airport in Montego Bay . There are new fears that Haitians affected by last month 's quake might seek safe haven in Jamaica and request refugee status . - File"
354,355,@@1819900,vulnerable,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",267,0,0,0,0,0,0,0,"ABG has a zero tolerance approach to human rights violations and related misconduct , the company has said , adding that it employs a combination of male and female grievance officers to ensure women and vulnerable groups get equal access to remedies for grievances ."
3417,3418,@@16885852,immigrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",320,0,0,0,0,0,0,0,"NEW YORK : Hollywood actress Lindsay Lohan recently opened up about speculations that she was converting to Islam , stating that after she demonstrated an interest in Islam , she felt scared returning to the United States were Trump had banned immigrants from predominantly seven Muslim countries from entering the USA ."
2219,2220,@@13665523,women,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",183,0,0,0,0,0,0,0,"However , in pregnant women Zika can cause permanent damage to the developing fetus , including microcephaly , a condition in which the infant 's skull and brain are unusually small ."
8310,8311,@@699567,migrant,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",671,0,0,0,0,0,0,0,"""Which , of course , is the idea , because street food , unlike gourmet fare , does not take kindly to experimentation . Its patrons know what they like and that 's why they come back for more of the same . The multiple matrixes of Kolkata 's streets offer cuisines of every ilk , from straightforward nurseryfood and migrantfare to the locally developed , so-called """" Mughlai """" parathas and jhalmuris . But unlike the phuchkas of Vivekananda Park or the chaats behind New Market , office-para food is no weekend indulgence . They perform a very basic fuction : That of filling the stomach . Combined with a glass of water , both bread and sattu rise to the occasion ."""
10136,10137,@@21471069,immigrant,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",252,0,0,0,0,0,0,0,""""""" This I believe will help us address the issue of illegal immigrants into the EU and also to see what kind of responses we can build , like capacity , to make it more attractive for these Nigerians to come back and be able to sustain a livelihood ."""
6609,6610,@@7844667,poor-families,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",534,0,0,0,0,0,0,0,"TO a person , the presidential candidates this year are tripping over themselves to pronounce their support for the 4Ps , the government 's P60-billion dole program that gives poor families a monthly stipend for keeping their children in school . That none of them have questioned the basic premise of the program -- taking money from hardworking taxpayers and giving it away to unproductive members of society who do not have to earn it -- is a measure of how much they are pandering to the poor in the hopes of winning their votes ."
4609,4610,@@2751710,migrant,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",372,0,0,0,0,0,0,0,"""Tanned television chat-show host Robert Kilroy-Silk was elected as a UKIP MEP in the 2004 European Elections . But by the end of the year he 'd had enough . In January 2005 he announced his resignation from the party , and denounced members as """" bloody right-wing fascist nutters """" , before going on to set up right-wing , anti-immigrant """" vanity project """" Veritas ."""
2085,2086,@@442602,homeless,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",142,0,0,0,0,0,0,0,""""""" We 're actually going to purchase some swags with that money and those swags will be given out to people who are homeless , """" she said ."""
1105,1106,@@1168882,poor-families,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",153,0,0,0,0,0,0,0,"The Government is rightly concerned to protect the poor , including poor families -- but quite evidently it is not concerned to protect families per se ."
1653,1654,@@2318234,in-need,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",206,0,0,0,0,0,0,0,"The government said in its Throne Speech this month that it would develop a 10-year plan to address transportation needs across the province , though it said it would take a year to identify areas in need ."
6428,6429,@@7749203,vulnerable,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",157,0,0,0,0,0,0,0,"While many Asian economies have strengthened their defences since the 1997/98 regional financial crisis , they remain vulnerable to sudden capital outflows ."
9361,9362,@@3042843,homeless,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",299,0,0,0,0,0,0,0,"""But he said when the company sent him his refund , they 're going to give all of the money to a group in Columbus that helps the homeless . """" We 're just going to donate it directly to that group and let them help other homeless people , because that 's what was intended to happen , """" he said ."""
5298,5299,@@24115328,in-need,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",351,0,0,0,0,0,0,0,"Kotoko are yet to drop points at home but coach Paa Kwesi Fabin needs a win to keep pace with the league leaders after blaming his players for the defeat against Ashgold . The Porcupine Warriors have won two of their last three encounters at home to Ebusua Dwarfs , having said that , a win for the visitors will push them up into mid-table position ."
400,401,@@17064556,immigrant,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",336,0,0,0,0,0,0,0,"Daugherty 's fiancee , who was at the ranch on the night of the shooting , told CBS 7 she could not comment on the case until it was completed , but said the couple had had multiple encounters with undocumented immigrants in the past month . She claimed they had had hundreds of dollars worth of supplies stolen by them from the ranch ."
622,623,@@50074059,homeless,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",603,0,0,0,0,0,0,0,"FILE - This undated file photo from surveillance video provided by the Los Angele Police Department shows a man they are seeking in connection with the assault on multiple homeless men who were brutally beaten with a baseball bat in Los Angeles early Sunday , Sept. 16 , 2018 . Two of those men have died . Authorities on Monday , Sept. 24 , arrested a man on suspicion of bludgeoning a homeless man in Santa Monica , Calif. , earlier Monday . He is now being investigated in connection with at least six attacks in both cities that have left three dead . ( Los Angeles Police Department via AP , File )"
10317,10318,@@17037532,vulnerable,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",248,0,0,0,0,0,0,0,"""According to the UN , these countries """" are low-income countries confronting severe structural impediments to sustainable development """" which are """" highly vulnerable to economic and environmental shocks and have low levels of human assets . """""""
7032,7033,@@9531485,immigrant,jm,0,1,"[0, 0, 0, 0, 0, 0, 0]",190,0,0,0,0,0,0,0,"""Obama dubbed the ruling """" heartbreaking for the millions of immigrants who made their lives here """" but warned his opponents they will not be able to thwart their dreams for much longer ."""
988,989,@@4426007,hopeless,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",744,0,0,0,0,0,0,0,"""But then , finally , you layabouts at the Upjohn Company brought Rogaine to the market in 1989 . Now , by this time , either my hair had turned a strange flesh color or my scalp was fully in view . Regardless , I tore open the package and awaited my hirsute future ... only to read in the instructions that """" applicants """" ( I swear to God , it called us """" applicants """" ) whose scalps were """" fully visible """" were """" less likely to experience full rejuvenating effect . """" In other words , while those damn furry lab rats were getting Michael Jackson-sized dosages of my miracle cure , the salvageable follicles on my head were dwindling to the point of hopelessness . Like Titanic passengers sinking into the abyss as lifeboats dawdled ."""
2751,2752,@@16753292,immigrant,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",401,0,0,0,0,0,0,0,"President Trump 's team should investigate to find out how many illegal immigrants are part of this TGTE set up and are using bogus names to cover up their illegal status ! As an immigration lawyer , Rudrakumaran has been handling many bogus refugee claimants . Some of these may even be LTTE cadres living and voting illegally in the US and as per new US immigration laws they too need to be vetted ."
6537,6538,@@1788334,poor-families,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",434,0,0,0,0,0,0,0,"When in those days it was difficult for people like us from poor families to even get what to eat before and after school , I still managed to make some little savings to buy the Daily Graphic quite regularly , and at the weekends the Sunday Mirror ( as it used to be called then ) and the Weekly Spectator . Perhaps it was no co-incidence that I later worked at Daily Graphic most part of the over 20 years I have been a journalist ."
8611,8612,@@17603709,hopeless,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",254,0,0,0,0,0,0,0,"""And yet it is some of those """" friends """" who are the very reason why the bust-ups are in the media , with various camps intentionally leaking usually damaging titbits to journalists in order to gain the upper hand in a hopeless game of schadenfreude ."""
8350,8351,@@926539,women,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",141,0,0,0,0,0,0,0,"""One artist who was present in the gallery at the time of the defacing said that Zuma is """" famous for all his women , all his children . """""""
7248,7249,@@20677560,disabled,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",179,0,0,0,0,0,0,0,"""Brian Walsh and Darren Poleon left a """" blast bomb """" in shrubbery behind a disabled-parking sign , some 20m ( 65ft ) from the lobby of the Waterfoot Hotel , in October , 2015 ."""
7932,7933,@@25469386,immigrant,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",157,0,0,0,0,0,0,0,"""US President Donald Trump tweeted in June that """" illegal immigrants , no matter how bad they may be ... pour into and infest our Country , like MS-13 . """""""
7727,7728,@@4571736,in-need,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",616,0,0,0,0,0,0,0,"""According to her , Jamaicans in need of parenting support will be able to access help at any of the three types of Parents Places that are being introduced . """" Level one is a Parents Place that just has space and information ; level two offers all that information and that space but also offers training classes , parent support classes with a trained facilitator . Level two is what we would like as the base but there are going to be some areas where we are not going to get to that . Level three will provide referral services in addition to what 's available at a level two Parents Place , """" she explained ."""
8034,8035,@@17207178,migrant,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",382,0,0,0,0,0,0,0,"Tamil population growth was low from 1981 to 2012 thanks to the war that displaced a million Tamils to western countries and reduced the Hindu percentage to 13% from 16% . As there is no war , Tamil percentage will grow massively . It will be boosted by illegal immigrants from India as well . This is the biggest threat facing Sri Lanka once again ( the same threat since 205BC ) ."
2408,2409,@@23342334,migrant,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",165,0,0,0,0,0,0,0,"Complaining that California was not complying with his hardline position on migrants , Trump warned he could cut vital help from Washington and prompt a crime wave ."
3416,3417,@@60031103,migrant,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",231,0,0,0,0,0,0,0,"""A plaque on the front of the monument reads : """" A stone from Poland in honour of emigrants from Polish lands who contributed to the creation and development of Canada , which in return offered them shelter and new prospects . """""""
3425,3426,@@24884494,disabled,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",157,0,0,0,0,0,0,0,""""""" And then there is the way people look at you . It 's complicated , even within our own families . Some reject us because we 're disabled , """" she says ."""
1039,1040,@@24846669,in-need,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",291,0,0,0,0,0,0,0,"According to the Secretary General 's report on Protection of Civilians , she said , last year alone , the UN recorded more than 26,000 civilian deaths in just six situations of armed conflict , with 128 million people in need of humanitarian assistance and protection . <h> POPULAR CATEGORY"
8689,8690,@@4598697,vulnerable,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",208,0,0,0,0,0,0,0,"According to police officials , the curfew will remain enforced until further orders in Bhakkar , Darya Khan , Kotla Jam , Panj Garaeen , and Kahawar Kalan as these districts are most vulnerable to violence ."
749,750,@@26159920,refugee,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",368,0,0,0,0,0,0,0,"Trump , also a Republican , has taken a different direction . His administration has resettled 18,286 refugees nationwide so far in the fiscal year that started last October , meaning it will likely fall short of its 45,000 target . Trump is now contemplating cutting the target number for refugee resettlements again , to 25,000 , in the fiscal year starting Oct. 1 ."
4504,4505,@@26022482,hopeless,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",191,0,0,0,0,0,0,0,"""But Smith continued to defend the arrangement . """" I believe they NAB 's wealth division are in a conflicted position """" , she replied . """" I do n't believe it 's hopelessly conflicted . """""""
952,953,@@24120079,vulnerable,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",334,0,0,0,0,0,0,0,The International Monetary Fund in March said that Sri Lanka 's economy remained vulnerable to adverse shocks due to its large public debt and low external buffers . The government must repay an estimated Rs.1.97 trillion in 2018 - a record -- including US $ 2.9 billion of foreign loans and a total of US $ 5.36 billion in interest .
4077,4078,@@4523589,disabled,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",236,0,0,0,0,0,0,0,The local organisation which represents the visually impaired has heaped scorn on the Government 's commitment to implement many of the Vision 2030 initiatives that have been designed to improve the quality of life of disabled persons .
5524,5525,@@21201163,vulnerable,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",441,0,0,0,0,0,0,0,"In this American city in the midst of economic revival , homelessness remains a threat to low-income earners . Cass Community Social Services has launched its Tiny Homes project -- a rent-to-own scheme that allows economically vulnerable residents to live in small but modern and furnished standalone houses . The project was made possible by smart design and will hopefully lead to responsible home leadership and greater social inclusion ."
706,707,@@13721123,homeless,pk,0,1,"[0, 0, 0, 0, 0, 0, 0]",541,0,0,0,0,0,0,0,"Proactively responding to problems faced by the people is another facet of the revitalised Senate . For instance , when Chitral , in Pakistan 's remote northern corner , faced flooding , dislocation and homelessness , the Senate acted promptly by despatching relief goods through a 3-person delegation of Senators who went to Chitral . Or when the great national hero , Abdul Sattar Edhi passed away , the Senate donated 4 ambulances ( for each unit of the federation ) to the Edhi Foundation to pay tribute to this icon of humanitarianism ."
2005,2006,@@1850860,migrant,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",195,0,0,0,0,0,0,0,"In the second phase of the operation Karagwe District , one of the areas with highest number of illegal immigrants , has announced that it will work vigilantly to track and apprehend the aliens ."
1077,1078,@@3259341,migrant,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",56,0,0,0,0,0,0,0,Immigrants with criminal convictions should not leave US
7467,7468,@@15734407,women,za,0,1,"[0, 0, 0, 0, 0, 0, 0]",506,0,0,0,0,0,0,0,"""Kganakga says , """" South Africa is one of the countries that has the highest number of people living with HIV and also the highest number of people newly infected with HIV . About 2 000 young girls and women every week get infected with HIV and how to deal with it as a country is to be able to look at this gender inequality , the young women being attracted by older men . The other issue is dealing with sexual reproductive health from a younger age so that we do n't wait until they are infected . """""""
8413,8414,@@1911318,disabled,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",296,0,0,0,0,0,0,0,""""""" However , disabled children need more attention in terms of curriculum adaptation , teaching methods , and availability of teaching and learning materials , assistive technology , assessment systems , as well as funds for more assistance in adapting the school environment , """" he stressed ."""
8811,8812,@@1552163,poor-families,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",187,0,0,0,0,0,0,0,"The treatment used to be free of charge , but as there has been an increase in demand , the park is now charging each family 2,000 yuan per month , and a lesser amount for poor families ."
6008,6009,@@24750840,disabled,ke,0,1,"[0, 0, 0, 0, 0, 0, 0]",276,0,0,0,0,0,0,0,"The first time MP , who is a holder of Bachelor in Medicine and Bachelor in Surgery from the University of Nairobi , has in the past decried how women often shun disabled man . He is also on record for paying tribute to his wife , a nurse , for taking care of him all though ."
7664,7665,@@20622959,vulnerable,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",174,0,0,0,0,0,0,0,"Women and girls are particularly vulnerable to this trade , although there has also been increasing reports of children including young boys being trafficked as prostitutes ."
7675,7676,@@587736,hopeless,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",333,0,0,0,0,0,0,0,"""The very next song is the grungy """" Demon to Lean On , """" which has him once again consumed with hopelessness and singing , """" Holding a gun to my head/So send me an angel/Or bury me deeply instead/With demons to lean on . """" A few tracks later , on the title cut , he complains , """" I 'll always be on my own/Fucked and alone . """""""
10296,10297,@@19998892,immigrant,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",103,0,0,0,0,0,0,0,"As a practicing Muslim , she felt strongly about immigrants bringing there own way of life here , too ."
1256,1257,@@7292481,poor-families,in,0,1,"[0, 0, 0, 0, 0, 0, 0]",391,0,0,0,0,0,0,0,"""Senior officials in the corporation are also worried that a lot of students may drop out of schools , if the strike goes on for long since most of them come from poor families . """" The lack of teachers not only classes will not take place but distribution of mid-day meals will also be hit . This is going to have a huge impact on the attendance in schools , """" said a municipal official ."""
2477,2478,@@25319131,migrant,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",108,0,0,0,0,0,0,0,Halifax social activist Rana Zaman was included among the 10th annual RBC Top 25 Canadian Immigrant awards .
10274,10275,@@9910718,women,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",755,0,0,0,0,0,0,0,""""""" Extremism in whatever form operates in an environment of weak government 's presence , which tends to create a climate of corruption . This is why most of the violence often springs from the periphery of society where poverty exists . It is also the reasons why you hardly find violence expressed in places like Asokoro , Victoria Island or the GRAs where the big men and women live together surrounded by their wealth , power and privilege which enable them to live peacefully . Violence is bred by the fact that the poor are often fighting over water , for example , and other scarce commodities that the big men and women take for granted . Extremism thrives in the pools of poverty and destitution and its victims are often the foot soldiers . """""""
6859,6860,@@8879164,hopeless,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",126,0,0,0,0,0,0,0,"""But everyone does that against the Brewers , or at least they should . The Brewers are putting the """" less ' ' in hopeless ."""
7368,7369,@@15644749,homeless,ie,0,1,"[0, 0, 0, 0, 0, 0, 0]",84,0,0,0,0,0,0,0,""""""" I have sent working people into Focus Ireland ( the homelessness charity ) . """""""
7380,7381,@@15724584,hopeless,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",123,0,0,0,0,0,0,0,"But as impressive as Smith 's innings was , he had costly letoffs along the way and some hopeless bowling to help him out ."
9422,9423,@@16072568,in-need,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",395,0,0,0,0,0,0,0,"Christmas is celebration of the birth of not merely a child , but a child who changed the destiny of humans forever . It is celebration of the fact that God wanted to be a part of the human race and so he took on flesh and blood and became human like us . We can also show unconditional love through our good deeds and helping those who are in need of our help and care . Be human and merciful ."
2099,2100,@@14111951,migrant,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",151,0,0,0,0,0,0,0,9 ) Even separate foreign enclaves are allowed for immigrants only making no go areas for the daughters and sons of the indigenous Sinhela motherland !
10037,10038,@@17041823,homeless,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",172,0,0,0,0,0,0,0,"There are also a growing number of the homeless who are isolating themselves due to low self-esteem , sexual preferences and coping with the pressure of life , said Cheah ."
2809,2810,@@24883791,in-need,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",227,0,0,0,0,0,0,0,""""""" I am appealing for patience from Nairobi residents as we strive to fix the dilapidated roads in Nairobi even as we wait for the financial year in order to cover all areas that are in need of our attention , """" said Sonko ."""
5223,5224,@@2319030,vulnerable,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",241,0,0,0,0,0,0,0,He noted that social media also has the potential to blur the lines between reality and the virtual world making it hard for the young people to separate real world interactions from those online since they are more vulnerable to deception .
5483,5484,@@18270303,women,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",453,0,0,0,0,0,0,0,"Since the adoption in September 2015 of the SDGs at the United Nations headquarters in New York , Mr. Divine has trained 30 members of various youth , women 's organizations and civil society groups in Cameroon 's capital , Yaound ? , as part of the African Youth for the Sustainable Development Goals Training ( AYSDGT ) programme . Although the training was in English , he told the trainees that the SDGs need to be taken to the people 's doorsteps ."
6975,6976,@@25505334,refugee,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",356,0,0,0,0,0,0,0,"In August 2015 the Sri Lankan man sued the government for a second time seeking refugee status , this time through the Tokyo District Court , which supported the plaintiff 's claim that his life would be in danger should he return to Sri Lanka . Although he still has not been granted asylum , the man now lives in Japan with a temporary residency status ."
10312,10313,@@22743136,migrant,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",210,0,0,0,0,0,0,0,"""JOHANNESBURG -- South Africa has protested to the U.S. embassy in Pretoria about reported remarks by U.S. President Donald Trump that some immigrants from Africa and Haiti come from """" shithole """" countries ."""
7621,7622,@@2858047,homeless,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",122,0,0,0,0,0,0,0,"So they live in The Jungle , a sprawling homeless camp across the street from Happy Hollow Zoo . But not for much longer ."
2523,2524,@@17678535,refugee,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",508,0,0,0,0,0,0,0,"By contrast , announcing yourself to be a Sanctuary City says to those that navigated the arduous process of legal immigration that they need n't have bothered . Just show up at the border and all of your needs will be taken care of . Besides thumbing your nose at legitimate refugees and legal immigrants , open borders set up those who would take advantage for failure . Not possessing the skills required , language , education or culture is a recipe for disaster that we see playing out daily in Europe ."
3823,3824,@@1890014,women,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",153,0,0,0,0,0,0,0,All a Woman wants by the time she leaves the house is to LOOK GOOD . To stand out from the crowd of other Beautiful women . And to be ahead of the pack .
1233,1234,@@25395437,migrant,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",145,0,0,0,0,0,0,0,"EU President Donald Tusk warned there was no guarantee it would work , while France and Austria ruled themselves out of hosting migrant centres ."
2965,2966,@@3274631,in-need,gb,0,1,"[0, 0, 0, 0, 0, 0, 0]",302,0,0,0,0,0,0,0,"It is absolutely critical that the millions of dollars committed to relief efforts in Nepal reach those who need it most and are not diverted or misused by those in power . Even though corruption is a risk , it is never a reason to turn away from people in need after a disaster has hit their country ."
